scientificName,redlistCategory
Diospyros mollis,Least Concern
Diospyros palmeri,Near Threatened
Diospyros liberiensis,Near Threatened
Diospyros viridicans,Least Concern
Diospyros mespiliformis,Least Concern
Diospyros ketsensis,Critically Endangered
Diospyros eriantha,Least Concern
Diospyros bipindensis,Least Concern
Diospyros truncatifolia,Least Concern
Diospyros decandra,Least Concern
Diospyros virgata,Least Concern
Diospyros matheriana,Least Concern
Diospyros tetrapoda,Critically Endangered
Diospyros sclerophylla,Vulnerable
Diospyros platycalyx,Least Concern
Diospyros martabanica,Least Concern
Diospyros alpina,Data Deficient
Diospyros yomomo,Least Concern
Diospyros vestita,Least Concern
Diospyros gilletii,Least Concern
Diospyros ridsdalei,Endangered
Diospyros gracilis,Vulnerable
Diospyros mapingo,Least Concern
Diospyros lanceolata,Near Threatened
Diospyros australis,Least Concern
Diospyros britannoborneensis,Near Threatened
Diospyros myrtifolia,Least Concern
Diospyros sparsirama,Data Deficient
Diospyros intricata,Near Threatened
Lissocarpa jensonii,Endangered
Diospyros pulchra,Vulnerable
Diospyros yatesiana,Least Concern
Diospyros wagemansii,Endangered
Diospyros gillespiei,Least Concern
Diospyros transita,Critically Endangered
Diospyros plectosepala,Vulnerable
Diospyros alisu,Critically Endangered
Diospyros dalyom,Endangered
Diospyros scabrida,Least Concern
Diospyros venosa,Least Concern
Phaseolus coccineus,Least Concern
Semecarpus kathalekanensis,Critically Endangered
Impatiens gardneriana,Near Threatened
Syzygium rama-varmae,Endangered
Schoenoplectus tabernaemontani,Least Concern
Persicaria maculosa,Least Concern
Salix xanthicola,Vulnerable
Vicia eristalioides,Critically Endangered
Vicia serratifolia,Least Concern
Vicia sepium,Least Concern
Vicia sericocarpa,Least Concern
Vicia narbonensis,Least Concern
Lathyrus hirticarpus,Endangered
Vicia sativa,Least Concern
Vicia johannis,Least Concern
Vicia ciliatula,Least Concern
Vicia balansae,Least Concern
Vicia barbazitae,Near Threatened
Vicia aintabensis,Data Deficient
Vicia hyaeniscyamus,Endangered
Vicia lutea,Least Concern
Vicia noeana,Least Concern
Vicia cuspidata,Least Concern
Vicia kalakhensis,Endangered
Vicia assyriaca,Data Deficient
Vicia pannonica,Least Concern
Vicia bithynica,Least Concern
Vicia melanops,Least Concern
Vicia lathyroides,Least Concern
Vicia tigridis,Vulnerable
Vicia galeata,Least Concern
Vicia anatolica,Least Concern
Vicia qatmensis,Near Threatened
Vicia michauxii,Data Deficient
Vicia grandiflora,Least Concern
Vicia mollis,Least Concern
Vicia hybrida,Least Concern
Vicia abbreviata,Least Concern
Vicia hyrcanica,Data Deficient
Vicia peregrina,Least Concern
Isatis arnoldiana,Data Deficient
Rorippa madagascariensis,Least Concern
Scleria tessellata,Least Concern
Glossostigma diandrum,Least Concern
Lindernia rotundifolia,Least Concern
Echinochloa stagnina,Least Concern
Oryza grandiglumis,Least Concern
Cyperus sesquiflorus,Least Concern
Eleocharis confervoides,Least Concern
Ammannia verticillata,Least Concern
Oryza glaberrima,Least Concern
Najas guadalupensis,Least Concern
Pteris vittata,Least Concern
Oryza barthii,Least Concern
Elaphoglossum stigmatolepis,Critically Endangered
Rhynchospora gracillima,Least Concern
Oryza latifolia,Least Concern
Chara fibrosa,Least Concern
Scleria biflora,Least Concern
Balaka streptostachys,Critically Endangered
Heterospathe phillipsii,Endangered
Hydriastele boumae,Least Concern
Metroxylon vitiense,Endangered
Physokentia petiolata,Near Threatened
Veitchia filifera,Least Concern
Santalum austrocaledonicum,Near Threatened
Cycas indica,Endangered
Maerua schliebenii,Endangered
Hylebates chlorochloe,Vulnerable
Kraussia kirkii,Least Concern
Triaspis schliebenii,Critically Endangered
Kyllinga oblonga,Data Deficient
Clerodendrum polyanthum,Data Deficient
Thilachium paradoxum,Endangered
Kotschya recurvifolia,Least Concern
Pauridiantha udzungwaensis,Endangered
Combretum xanthothyrsum,Least Concern
Stictocardia lutambensis,Endangered
Momordica peteri,Endangered
Pteris usambarensis,Least Concern
Lijndenia procteri,Endangered
Habenaria isoantha,Endangered
Chassalia violacea,Endangered
Orthosiphon scedastophyllus,Critically Endangered
Indigofera longimucronata,Vulnerable
Mystacidium pulchellum,Endangered
Euphorbia heterochroma,Least Concern
Memecylon semseii,Endangered
Erythrococca sanjensis,Data Deficient
Cyperus gigantobulbes,Critically Endangered
Lobelia cymbalarioides,Least Concern
Thladiantha africana,Endangered
Ormocarpum schliebenii,Near Threatened
Porpax oligantha,Endangered
Maerua kaessneri,Near Threatened
Leptoderris harmsiana,Endangered
Gravesia riparia,Endangered
Rhynchosia braunii,Critically Endangered
Oncella gracilis,Vulnerable
Porpax viridis,Endangered
Warneckea erubescens,Least Concern
Chassalia kenyensis,Vulnerable
Adenia dolichosiphon,Endangered
Humbertochloa greenwayi,Critically Endangered
Eragrostis perbella,Vulnerable
Atriplex farinosa,Least Concern
Taxillus wiensii,Critically Endangered
Aeschynomene sparsiflora,Endangered
Keetia lukei,Endangered
Porpax leedalii,Endangered
Ophrestia digitata,Endangered
Chassalia lukwangulensis,Least Concern
Dorstenia hildebrandtii,Least Concern
Ancistrorhynchus refractus,Endangered
Cleistanthus sp. nov. 'beentjei',Vulnerable
Dalbergia gloveri,Endangered
Shirakiopsis trilocularis,Endangered
Macrotyloma uniflorum,Least Concern
Crotalaria grandibracteata,Least Concern
Vitex ugogoensis,Endangered
Crotalaria becquetii,Least Concern
Orthosiphon cladotrichos,Least Concern
Rotheca kissakensis,Vulnerable
Disperis egregia,Critically Endangered
Polystachya acuminata,Critically Endangered
Cyphia brachyandra,Endangered
Rotheca rupicola,Endangered
Cyathogyne usambarensis,Vulnerable
Blotiella coriacea,Critically Endangered
Chlorophytum tenerrimum,Vulnerable
Bullockia dyscritos,Endangered
Cynorkis usambarae,Critically Endangered
Kalanchoe nyikae,Least Concern
Saintpaulia ulugurensis,Critically Endangered
Pycreus hildebrandtii,Least Concern
Blotiella stipitata,Least Concern
Croton kilwae,Endangered
Erythrococca berberidea,Least Concern
Jatropha hildebrandtii,Vulnerable
Crotalaria schliebenii,Vulnerable
Leptactina oxyloba,Endangered
Polystachya caudata,Endangered
Plectranthus orbicularis,Endangered
Combretum homalioides,Least Concern
Coptosperma peteri,Endangered
Polystachya disiformis,Endangered
Aeschynomene burttii,Endangered
Rotheca commiphoroides,Endangered
Rhipidoglossum melianthum,Least Concern
Tridactyle minuta,Endangered
Ipomoea trinervia,Least Concern
Rhynchosia calobotrya,Critically Endangered
Gardenia posoquerioides,Vulnerable
Dinebra haareri,Least Concern
Lobelia graniticola,Critically Endangered
Adenia kirkii,Least Concern
Turraea mombassana,Least Concern
Meineckia acuminata,Endangered
Dissotis arborescens,Endangered
Acridocarpus scheffleri,Endangered
Gravesia pulchra,Vulnerable
Hickelia africana,Endangered
Premna gracillima,Vulnerable
Crotalaria ukambensis,Endangered
Englerina triplinervia,Vulnerable
Huperzia holstii,Near Threatened
Thilachium thomasii,Least Concern
Leucas usagarensis,Least Concern
Dionychastrum schliebenii,Least Concern
Polystachya teitensis,Endangered
Eugenia scheffleri,Critically Endangered
Diplazium ulugurense,Critically Endangered
Carex castanostachya,Least Concern
Rhynchosia holtzii,Critically Endangered
Micrococca holstii,Near Threatened
Polystachya isochiloides,Endangered
Dichapetalum arenarium,Least Concern
Tristellateia africana,Least Concern
Huperzia dacrydioides,Least Concern
Oldenlandia borrerioides,Critically Endangered
Eriocaulon strictum,Endangered
Achyrospermum scandens,Near Threatened
Euphorbia quadrialata,Vulnerable
Panicum nudiflorum,Endangered
Euphorbia bussei,Near Threatened
Agelanthus igneus,Endangered
Tinospora mossambicensis,Data Deficient
Memecylon cogniauxii,Vulnerable
Marsilea fadeniana,Critically Endangered
Kotschya thymodora,Least Concern
Rhynchosia congensis,Least Concern
Memecylon verruculosum,Vulnerable
Oldenlandia wiedemannii,Least Concern
Mitriostigma greenwayi,Endangered
Phyllanthus rhizomatosus,Critically Endangered
Lobelia lukwangulensis,Endangered
Disa aequiloba,Endangered
Aeschynomene stolzii,Near Threatened
Habenaria leucoceras,Endangered
Cleome stricta,Least Concern
Leucas cephalantha,Endangered
Leucas densiflora,Least Concern
Englerina macilenta,Endangered
Tinospora oblongifolia,Least Concern
Rhipidoglossum stellatum,Endangered
Ancistrorhynchus parviflorus,Least Concern
Agelanthus microphyllus,Endangered
Porpax compacta,Endangered
Microlepia fadenii,Endangered
Galium brenanii,Least Concern
Argomuellera sp. nov. 'mjikendae',Endangered
Polystachya fischeri,Endangered
Ammannia linearis,Endangered
Cladoceras subcapitatum,Endangered
Chassalia bonifacei,Least Concern
Warneckea mouririifolia,Vulnerable
Jatropha velutina,Vulnerable
Tridactyle phaeocephala,Least Concern
Gymnosporia nguruensis,Endangered
Crotalaria mwangulangoi,Endangered
Afrocanthium peteri,Vulnerable
Oldenlandia richardsonioides,Vulnerable
Polystachya caespitifica,Least Concern
Afrocanthium kilifiense,Near Threatened
Crotalaria patula,Endangered
Oxyanthus haerdii,Vulnerable
Panicum hippothrix,Least Concern
Phyllanthus sacleuxii,Endangered
Saintpaulia watkinsii,Critically Endangered
Habenaria richardsiae,Endangered
Anisocycla blepharosepala,Near Threatened
Drimiopsis perfoliata,Data Deficient
Porpax moniliformis,Endangered
Burttdavya nyasica,Near Threatened
Cleome briquetii,Least Concern
Englerina heckmanniana,Least Concern
Angraecopsis tenerrima,Endangered
Adenia kigogoensis,Endangered
Polystachya holstii,Endangered
Indigofera kuntzei,Data Deficient
Dichapetalum edule,Near Threatened
Memecylon magnifoliatum,Endangered
Ipomoea garckeana,Near Threatened
Tephrosia cephalophora,Endangered
Ammannia stuhlmannii,Endangered
Tridactyle sarcodantha,Critically Endangered
Oncella ambigua,Least Concern
Indigofera tanganyikensis,Least Concern
Cordia longipetiolata,Endangered
Euphorbia quadrilatera,Endangered
Tragia glabrescens,Least Concern
Lasianthus glomeruliflorus,Endangered
Commiphora fulvotomentosa,Vulnerable
Memecylon myrtilloides,Vulnerable
Dichapetalum braunii,Vulnerable
Aeschynomene uniflora,Least Concern
Aeschynomene goetzei,Endangered
Ammannia maxima,Endangered
Dorstenia tayloriana,Least Concern
Adenia globosa,Least Concern
Lobelia ritabeaniana,Vulnerable
Wielandia fadenii,Least Concern
Oncella curviramea,Vulnerable
Cyperus holstii,Vulnerable
Plectranthus bracteolatus,Vulnerable
Cleome parvula,Endangered
Ammannia aurita,Endangered
Habenaria plectromaniaca,Vulnerable
Schlechterina mitostemmatoides,Least Concern
Gymnosporia schliebenii,Vulnerable
Dorstenia warneckei,Near Threatened
Maerua nana,Least Concern
Dissotis polyantha,Least Concern
Diplazium pseudoporrectum,Endangered
Dorstenia goetzei,Near Threatened
Dorstenia holstii,Vulnerable
Combretum andradae,Endangered
Sophora inhambanensis,Least Concern
Crotalaria malindiensis,Vulnerable
Hydrolea sansibarica,Vulnerable
Habenaria villosa,Data Deficient
Plectranthus platyphyllus,Endangered
Habenaria stylites,Vulnerable
Maerua calantha,Vulnerable
Lobelia thuliniana,Endangered
Disperis kerstenii,Endangered
Genlisea glandulosissima,Data Deficient
Euphorbia kaessneri,Endangered
Cheilanthes deboeri,Endangered
Euphorbia furcata,Vulnerable
Plectranthus dichotomus,Vulnerable
Polystachya serpentina,Endangered
Combretum lindense,Critically Endangered
Lasianthus laxinervis,Vulnerable
Meineckia paxii,Endangered
Crotalaria adolfi,Endangered
Crotalaria ovata,Data Deficient
Ipomoea kilwaensis,Critically Endangered
Ixora tanzaniensis,Endangered
Angraecopsis lovettii,Least Concern
Indigofera zanzibarica,Vulnerable
Tridactyle flabellata,Least Concern
Cyperus boreobellus,Critically Endangered
Pseudobersama mossambicensis,Near Threatened
Rhipidoglossum tanneri,Endangered
Ampelocissus africana,Least Concern
Sporobolus geminatus,Least Concern
Disperis aphylla,Vulnerable
Euphorbia tenuispinosa,Least Concern
Combretum chionanthoides,Near Threatened
Oldfieldia somalensis,Near Threatened
Englerina kwaiensis,Least Concern
Cissus quinquangularis,Near Threatened
Oldenlandia aegialodes,Vulnerable
Heinsia bussei,Endangered
Polystachya porphyrochila,Critically Endangered
Syzygium parvulum,Endangered
Euphorbia buruana,Vulnerable
Eriocaulon selousii,Endangered
Paropsia braunii,Near Threatened
Elaeodendron aquifolium,Endangered
Agelanthus validus,Endangered
Argomuellera basicordata,Endangered
Polystachya canaliculata,Critically Endangered
Dorstenia tenuiradiata,Vulnerable
Acridocarpus alopecurus,Least Concern
Cordylostigma obtusilobum,Least Concern
Basananthe zanzibarica,Vulnerable
Agelanthus longipes,Vulnerable
Dorstenia ulugurensis,Vulnerable
Marsilea botryocarpa,Endangered
Salacia orientalis,Vulnerable
Englerina drummondii,Vulnerable
Kalanchoe peteri,Endangered
Acridocarpus pauciglandulosus,Endangered
Ficus lingua,Least Concern
Millettia makondensis,Vulnerable
Afrocanthium pseudoverticillatum,Least Concern
Athyrium rondoense,Critically Endangered
Oxyanthus zanguebaricus,Least Concern
Syzygium micklethwaitii,Near Threatened
Crotalaria muenzneri,Least Concern
Dichapetalum eickii,Vulnerable
Chlorophytum goetzei,Endangered
Agelanthus uhehensis,Endangered
Cordylostigma prolixipes,Endangered
Omphalea mansfeldiana,Endangered
Acalypha echinus,Data Deficient
Cordyla densiflora,Vulnerable
Porpax christopheri,Endangered
Tridactyle brevifolia,Endangered
Cyathea schliebenii,Endangered
Polystachya uluguruensis,Endangered
Tridactyle tanneri,Endangered
Paropsia grewioides,Least Concern
Cyperus longiinvolucratus,Near Threatened
Convolvulus jefferyi,Vulnerable
Indigofera tanaensis,Endangered
Gravesia hylophila,Endangered
Salacia lovettii,Vulnerable
Tridactyle verrucosa,Least Concern
Bulbophyllum concatenatum,Endangered
Baphia cordifolia,Vulnerable
Bridelia taitensis,Vulnerable
Erianthemum rotundifolium,Least Concern
Angraecopsis parva,Vulnerable
Blotiella hieronymi,Endangered
Cissampelos truncata,Least Concern
Phyllanthus mittenianus,Endangered
Porpax atrorubra,Endangered
Acalypha gillmanii,Endangered
Crotalaria lukwangulensis,Least Concern
Commiphora acuminata,Vulnerable
Humularia drepanocephala,Least Concern
Kalanchoe fadeniorum,Extinct in the Wild
Polystachya pudorina,Endangered
Ipomoea ticcopa,Endangered
Microcharis microcharoides,Least Concern
Agelanthus pennatulus,Vulnerable
Tinnea vesiculosa,Vulnerable
Ammannia parkeri,Endangered
Neobenthamia gracilis,Vulnerable
Eugenia mufindiensis,Vulnerable
Bulbostylis argenteobrunnea,Least Concern
Agelanthus atrocoronatus,Endangered
Cynorkis buchwaldiana,Near Threatened
Eriosema arachnoideum,Endangered
Leucas subarcuata,Endangered
Phyllanthus somalensis,Near Threatened
Dirichletia glaucescens,Least Concern
Thilachium roseomaculatum,Endangered
Cyathea fadenii,Endangered
Stictocardia incomta,Least Concern
Crotalaria inopinata,Endangered
Eragrostis pseudopoa,Endangered
Dorstenia zanzibarica,Least Concern
Bulbostylis afroorientalis,Endangered
Crotalaria grata,Endangered
Agelanthus kayseri,Least Concern
Crotalaria tsavoana,Near Threatened
Endostemon camporum,Least Concern
Polystachya rugosilabia,Critically Endangered
Euphorbia dumeticola,Endangered
Erianthemum occultum,Vulnerable
Memecylon greenwayi,Least Concern
Medinilla engleri,Least Concern
Adenia lindiensis,Least Concern
Euphorbia joyae,Vulnerable
Plectranthus mafiensis,Data Deficient
Ipomoea paolii,Vulnerable
Indigofera viscidissima,Least Concern
Eriocaulon iringense,Endangered
Microcharis garissaensis,Endangered
Oxyanthus goetzei,Least Concern
Indigofera oligophylla,Least Concern
Fuirena microcarpa,Near Threatened
Phyllanthus ukagurensis,Vulnerable
Celosia fadeniorum,Endangered
Plectranthus strangulatus,Endangered
Heinsia zanzibarica,Near Threatened
Chassalia christineae,Least Concern
Warneckea amaniensis,Vulnerable
Momordica littorea,Endangered
Pauridiantha bridelioides,Endangered
Crotalaria pterocalyx,Least Concern
Tridactyle cruciformis,Endangered
Acalypha engleri,Least Concern
Kalanchoe usambarensis,Endangered
Vitex mossambicensis,Vulnerable
Warneckea microphylla,Least Concern
Crotalaria rhynchocarpa,Endangered
Chassalia zimmermannii,Vulnerable
Erianthemum alveatum,Vulnerable
Warneckea schliebenii,Endangered
Mitriostigma usambarense,Least Concern
Coffea rhamnifolia,Data Deficient
Euphorbia petricola,Endangered
Danais xanthorrhoea,Near Threatened
Tephrosia iringae,Vulnerable
Diodia aulacosperma,Vulnerable
Englerina holstii,Least Concern
Cissus rotundifolia,Least Concern
Chassalia discolor,Least Concern
Combretum illairii,Least Concern
Rhipidoglossum orientalis,Critically Endangered
Plectranthus trullatus,Vulnerable
Englerina longiflora,Endangered
Dissotis bussei,Data Deficient
